,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
3676,C3676,GASOLINE,3516498,GMC,Savana,van,2010
3677,C3677,GASOLINE,15757194,Honda,Odyssey,minivan,2015
3678,C3678,HYBRID,3533385,BMW,I8,car,2019
3679,C3679,GASOLINE,10841398,BMW,X2,suv,2019
3680,C3680,GASOLINE,7813336,Toyota,Camry,car,2015
3681,C3681,GASOLINE,2541813,Honda,Civic Hatch,car,2019
3682,C3682,GASOLINE,1806993,Kia,Forte,car,2010
3683,C3683,GASOLINE,10172877,Ford,Fusion,car,2013
3684,C3684,GASOLINE,4297237,Nissan,370Z,car,2009
3685,C3685,GASOLINE,9352785,Dodge,Charger,car,2020
3686,C3686,GASOLINE,9352785,Honda,Accord Sedan,car,2019
3687,C3687,HYBRID,1806993,Honda,Insight,car,2010
3688,C3688,HYBRID,9119325,Toyota,Prius c,car,2016
3689,C3689,HYBRID,1806993,Toyota,Prius,car,2008
3690,C3690,GASOLINE,2541813,Toyota,RAV4,suv,2019
3691,C3691,GASOLINE,2541813,Honda,CR-V,suv,2020
3692,C3692,HYBRID,1806993,Honda,Insight,car,2010
3693,C3693,GASOLINE,2541813,Volkswagen,Passat,car,2020
3694,C3694,GASOLINE,1055513,Volkswagen,Atlas,suv,2018
3695,C3695,GASOLINE,9119325,Toyota,Camry,car,2015
3696,C3696,GASOLINE,10172877,Chrysler,Sebring,car,2009
3697,C3697,GASOLINE,10172877,Chevrolet,Cruze,car,2015
3698,C3698,ELECTRIC,5646197,Volkswagen,E-Golf,car,2019
3699,C3699,GASOLINE,9352785,Honda,Accord,car,2018
3700,C3700,GASOLINE,2541813,Volkswagen,Golf,car,2017
3701,C3701,GASOLINE,665839,Nissan,Altima,car,2017
3702,C3702,GASOLINE,7960565,Chrysler,Town and Country,minivan,2008
3703,C3703,GASOLINE,10841398,Chevrolet,Equinox,suv,2018
3704,C3704,GASOLINE,1010257,Hyundai,Elantra,car,2016
3705,C3705,GASOLINE,2541813,Toyota,Corolla iM,car,2018
3706,C3706,GASOLINE,7813336,Chevrolet,Traverse,suv,2012
3707,C3707,HYBRID,9352785,Toyota,Prius,car,2017
3708,C3708,GASOLINE,9352785,Volkswagen,Passat,car,2020
3709,C3709,GASOLINE,2541813,Toyota,Corolla,car,2020
3710,C3710,GASOLINE,9352785,Nissan,Altima,car,2020
3711,C3711,DIESEL,1055513,Volkswagen,Passat,car,2015
3712,C3712,GASOLINE,9352785,Volkswagen,Jetta,car,2019
3713,C3713,GASOLINE,2434071,Volkswagen,GTI,car,2011
3714,C3714,GASOLINE,9352785,Toyota,Corolla,car,2019
3715,C3715,GASOLINE,11629547,smart,fortwo,car,2015
3716,C3716,GASOLINE,4009047,Chevrolet,Corvette,car,2016
3717,C3717,ELECTRIC,2072836,Tesla,Model S,car,2016
3718,C3718,ELECTRIC,4009047,Tesla,Model S,car,2015
3719,C3719,GASOLINE,8515183,Toyota,Yaris,car,2014
3720,C3720,ELECTRIC,2072836,Tesla,Model 3,car,2019
3721,C3721,GASOLINE,13628009,Jaguar,F-TYPE,car,2015
3722,C3722,ELECTRIC,13628009,Tesla,Model X,suv,2016
3723,C3723,GASOLINE,2568312,Chevrolet,Spark,car,2019
3724,C3724,GASOLINE,3410675,Nissan,Versa Note,car,2015
3725,C3725,ELECTRIC,687208,Tesla,Model 3,car,2019
3726,C3726,ELECTRIC,2072836,Tesla,Model Y,suv,2020
3727,C3727,GASOLINE,11992375,Volkswagen,Jetta,car,2017
3728,C3728,ELECTRIC,5339988,Tesla,Model S,car,2015
3729,C3729,GASOLINE,5339988,BMW,4 Series Gran Coupe,car,2016
3730,C3730,GASOLINE,11440792,Cadillac,CTS,car,2009
3731,C3731,ELECTRIC,6268369,Tesla,Model X,suv,2016
3732,C3732,ELECTRIC,4009047,Tesla,Model 3,car,2019
3733,C3733,ELECTRIC,8030281,Tesla,Model S,car,2014
3734,C3734,GASOLINE,9439104,Porsche,911,car,2017
3735,C3735,ELECTRIC,8083098,Tesla,Model X,suv,2018
3736,C3736,GASOLINE,4144568,Hyundai,Elantra,car,2018
3737,C3737,GASOLINE,9983134,Volkswagen,Passat,car,2014
3738,C3738,GASOLINE,4009047,BMW,X5,suv,2017
3739,C3739,GASOLINE,4009047,Chevrolet,Corvette,car,2019
3740,C3740,GASOLINE,5339988,BMW,7 Series,car,2010
3741,C3741,GASOLINE,6866833,Nissan,Altima,car,2015
3742,C3742,GASOLINE,950349,Mazda,MAZDA2,car,2014
3743,C3743,ELECTRIC,4144568,Tesla,Model 3,car,2020
3744,C3744,GASOLINE,4009047,Dodge,Challenger,car,2019
3745,C3745,GASOLINE,6866833,Audi,Q5,suv,2013
3746,C3746,GASOLINE,3856661,Mitsubishi,Eclipse Spyder,car,2011
3747,C3747,GASOLINE,5339988,BMW,3 Series,car,2016
3748,C3748,GASOLINE,950349,Nissan,Sentra,car,2015
3749,C3749,GASOLINE,5339988,Jeep,Wrangler,suv,2016
3750,C3750,GASOLINE,8515183,Kia,Soul,car,2013
3751,C3751,GASOLINE,8515183,Honda,Odyssey,minivan,2009
3752,C3752,GASOLINE,5339988,BMW,3 Series,car,2013
3753,C3753,ELECTRIC,4348066,Tesla,Model X,suv,2016
3754,C3754,GASOLINE,4144568,Chevrolet,Camaro,car,2018
3755,C3755,ELECTRIC,614296,Tesla,Model S,car,2013
3756,C3756,GASOLINE,8030281,GMC,Yukon,suv,2015
3757,C3757,GASOLINE,8515183,Toyota,Sienna,minivan,2007
3758,C3758,GASOLINE,8030281,BMW,6 Series,car,2013
3759,C3759,GASOLINE,9983134,Ford,Explorer,suv,2018
3760,C3760,GASOLINE,4009047,BMW,3 Series,car,2017
3761,C3761,GASOLINE,950349,Toyota,Corolla,car,2012
3762,C3762,GASOLINE,5339988,BMW,3 Series,car,2011
3763,C3763,GASOLINE,950349,Toyota,Corolla,car,2013
3764,C3764,GASOLINE,5937224,Honda,Odyssey,minivan,2011
3765,C3765,GASOLINE,4009047,BMW,4 Series,car,2018
3766,C3766,GASOLINE,4009047,Lexus,ES 350,car,2018
3767,C3767,GASOLINE,950349,Nissan,Sentra,car,2013
3768,C3768,GASOLINE,4009047,BMW,4 Series,car,2018
3769,C3769,GASOLINE,950349,Toyota,Yaris,car,2014
3770,C3770,GASOLINE,950349,Nissan,Versa,car,2010
3771,C3771,GASOLINE,2139082,Dodge,Charger,car,2017
3772,C3772,GASOLINE,5500989,Porsche,911,car,2013
3773,C3773,GASOLINE,950349,Toyota,Camry,car,2014
3774,C3774,GASOLINE,950349,Nissan,Sentra,car,2014
3775,C3775,ELECTRIC,4348066,Tesla,Model S,car,2016
3776,C3776,GASOLINE,14709131,Honda,Odyssey,minivan,2012
3777,C3777,GASOLINE,950349,Ford,Fusion,car,2015
3778,C3778,GASOLINE,3856661,Toyota,Camry Solara,car,2007
3779,C3779,GASOLINE,950349,Ford,Fiesta,car,2015
3780,C3780,GASOLINE,9983134,Dodge,Grand Caravan,minivan,2018
3781,C3781,GASOLINE,4009047,Dodge,Durango,suv,2018
3782,C3782,GASOLINE,3410675,Nissan,Versa,car,2011
3783,C3783,GASOLINE,12383128,Mercedes-Benz,CLA-Class,car,2014
3784,C3784,HYBRID,3856661,Toyota,Prius c,car,2012
3785,C3785,GASOLINE,5339988,Jeep,Wrangler,suv,2012
3786,C3786,GASOLINE,687208,Chevrolet,Equinox,suv,2018
3787,C3787,GASOLINE,950349,Chrysler,Town and Country,minivan,2013
3788,C3788,GASOLINE,14897723,Mercedes-Benz,G-Class,suv,2013
3789,C3789,GASOLINE,3856661,Dodge,Grand Caravan,minivan,2011
3790,C3790,GASOLINE,5339988,BMW,3 Series,car,2012
3791,C3791,GASOLINE,950349,Kia,Sedona,minivan,2014
3792,C3792,GASOLINE,4144568,Hyundai,Elantra,car,2018
3793,C3793,GASOLINE,4009047,BMW,3 Series,car,2014
3794,C3794,GASOLINE,7926110,Nissan,Altima,car,2018
3795,C3795,HYBRID,4009047,Toyota,Prius,car,2011
3796,C3796,GASOLINE,4009047,Jeep,Wrangler,suv,2017
3797,C3797,GASOLINE,5339988,Jeep,Wrangler,suv,2010
3798,C3798,GASOLINE,950349,Jeep,Patriot,suv,2015
3799,C3799,ELECTRIC,8301560,Tesla,Model 3,car,2018
3800,C3800,GASOLINE,3317926,Ford,Freestyle,car,2005
3801,C3801,ELECTRIC,746694,Tesla,Model S,car,2017
3802,C3802,GASOLINE,950349,Acura,TSX,car,2010
3803,C3803,GASOLINE,4009047,Jeep,Wrangler JK,suv,2018
3804,C3804,GASOLINE,4009047,BMW,3 Series,car,2017
3805,C3805,GASOLINE,950349,Nissan,Rogue,suv,2016
3806,C3806,GASOLINE,4009047,Toyota,Highlander,suv,2015
3807,C3807,HYBRID,4009047,Toyota,Prius,car,2011
3808,C3808,GASOLINE,4009047,Dodge,Grand Caravan,minivan,2016
3809,C3809,GASOLINE,5339988,Jeep,Wrangler,suv,2011
3810,C3810,GASOLINE,950349,Chevrolet,Cruze Limited,car,2016
3811,C3811,GASOLINE,687208,Chevrolet,Malibu Limited,car,2016
3812,C3812,GASOLINE,4009047,Ford,Explorer,suv,2017
3813,C3813,GASOLINE,950349,Lexus,IS 250,car,2007
3814,C3814,GASOLINE,950349,Scion,xB,car,2012
3815,C3815,GASOLINE,950349,Lexus,IS 250,car,2012
3816,C3816,GASOLINE,4009047,BMW,X1,suv,2018
3817,C3817,GASOLINE,2525803,Ford,Fiesta,car,2016
3818,C3818,GASOLINE,4009047,Nissan,Rogue,suv,2018
3819,C3819,GASOLINE,950349,Acura,TSX,car,2007
3820,C3820,GASOLINE,6443723,Jeep,Cherokee,suv,2016
3821,C3821,ELECTRIC,122099,Tesla,Model 3,car,2019
3822,C3822,GASOLINE,950349,Chevrolet,Spark,car,2016
3823,C3823,GASOLINE,976751,Mercedes-Benz,E-Class,car,2013
3824,C3824,GASOLINE,2525803,Hyundai,Elantra,car,2016
3825,C3825,GASOLINE,4009047,Ford,Explorer,suv,2016
3826,C3826,GASOLINE,3856661,Toyota,Camry Solara,car,2007
3827,C3827,GASOLINE,4009047,Nissan,Pathfinder,suv,2017
3828,C3828,DIESEL,12964709,Audi,Q7,suv,2013
3829,C3829,GASOLINE,5339988,BMW,3 Series,car,2010
3830,C3830,GASOLINE,4009047,MINI,Clubman,car,2017
3831,C3831,GASOLINE,15346152,Jeep,Wrangler,suv,2016
3832,C3832,GASOLINE,8030281,Mercedes-Benz,G-Class,suv,2015
3833,C3833,GASOLINE,10423554,Chevrolet,Corvette,car,2015
3834,C3834,HYBRID,5339988,Toyota,Highlander Hybrid,suv,2013
3835,C3835,GASOLINE,13628009,Chevrolet,Silverado 1500,truck,2017
3836,C3836,GASOLINE,3317926,Dodge,Caliber,car,2009
3837,C3837,GASOLINE,4009047,Jeep,Grand Cherokee,suv,2015
3838,C3838,GASOLINE,950349,Scion,xD,car,2014
3839,C3839,GASOLINE,4009047,Jeep,Renegade,suv,2018
3840,C3840,GASOLINE,3109568,Chevrolet,Corvette,car,2016
3841,C3841,,4009047,Nissan,Rogue Sport,suv,2018
3842,C3842,GASOLINE,11440792,Ram,1500,truck,2015
3843,C3843,GASOLINE,4009047,Kia,Sorento,suv,2019
3844,C3844,GASOLINE,4009047,Kia,Sportage,suv,2018
3845,C3845,HYBRID,4009047,Toyota,Prius,car,2008
3846,C3846,GASOLINE,950349,Hyundai,Accent,car,2017
3847,C3847,GASOLINE,4009047,BMW,X1,suv,2017
3848,C3848,GASOLINE,4009047,BMW,X1,suv,2017
3849,C3849,GASOLINE,4009047,Dodge,Journey,suv,2018
3850,C3850,GASOLINE,8455105,BMW,X5,suv,2014
3851,C3851,GASOLINE,4009047,Jeep,Wrangler,suv,2014
3852,C3852,GASOLINE,2525803,Jeep,Renegade,suv,2017
3853,C3853,GASOLINE,4009047,Jeep,Cherokee,suv,2015
3854,C3854,GASOLINE,4144568,Hyundai,Tucson,suv,2016
3855,C3855,GASOLINE,950349,Chevrolet,Cruze,car,2014
3856,C3856,GASOLINE,4009047,BMW,X1,suv,2013
3857,C3857,GASOLINE,8455105,GMC,Yukon XL,suv,2013
3858,C3858,GASOLINE,4009047,Ford,Escape,suv,2018
3859,C3859,GASOLINE,950349,Mazda,2,car,2013
3860,C3860,GASOLINE,5339988,Nissan,Murano,suv,2014
3861,C3861,GASOLINE,1135852,Kia,Optima,car,2016
3862,C3862,GASOLINE,950349,Chevrolet,Cruze Limited,car,2016
3863,C3863,GASOLINE,8515183,Nissan,Quest,minivan,2009
3864,C3864,ELECTRIC,13511385,Tesla,Model Y,suv,2020
3865,C3865,GASOLINE,13628009,Dodge,Ram 3500,truck,2020
3866,C3866,GASOLINE,14527045,Ford,Edge,suv,2019
3867,C3867,HYBRID,14692772,BMW,i8,car,2014
3868,C3868,ELECTRIC,7212405,Tesla,Model S,car,2013
3869,C3869,GASOLINE,4009047,Ford,Escape,suv,2019
3870,C3870,GASOLINE,14096280,BMW,4 Series,car,2014
3871,C3871,GASOLINE,5765285,Dodge,Viper,car,2008
3872,C3872,GASOLINE,1135852,Mercedes-Benz,C-Class,car,2016
3873,C3873,GASOLINE,13628009,Ford,F-150,truck,2019
3874,C3874,GASOLINE,1135852,Honda,Accord,car,2016
3875,C3875,GASOLINE,7512089,GMC,Yukon XL,suv,2016
3876,C3876,GASOLINE,4009047,Hyundai,Tucson,suv,2017
3877,C3877,HYBRID,1293045,Honda,Insight,car,2012
3878,C3878,ELECTRIC,13511385,Tesla,Model 3,car,2020
3879,C3879,GASOLINE,4009047,Hyundai,Tucson,suv,2018
3880,C3880,HYBRID,4009047,Toyota,Prius c,car,2015
3881,C3881,GASOLINE,137129,Jaguar,F-TYPE,car,2014
3882,C3882,GASOLINE,4009047,Toyota,Sienna,minivan,2011
3883,C3883,GASOLINE,4009047,Dodge,Grand Caravan,minivan,2018
3884,C3884,GASOLINE,1135852,Toyota,Yaris,car,2008
3885,C3885,GASOLINE,14527045,Nissan,Sentra,car,2019
3886,C3886,GASOLINE,6443723,Jeep,Cherokee,suv,2015
3887,C3887,GASOLINE,1143331,Jeep,Wrangler,suv,2017
3888,C3888,GASOLINE,2185358,Chevrolet,Corvette,car,2015
3889,C3889,HYBRID,4009047,Toyota,Prius c,car,2014
3890,C3890,GASOLINE,15361483,Honda,Accord,car,2017
3891,C3891,GASOLINE,4009047,FIAT,500,car,2014
3892,C3892,GASOLINE,4009047,Chevrolet,Impala,car,2019
3893,C3893,GASOLINE,9744547,Ford,F-150,truck,2013
3894,C3894,GASOLINE,1143331,Jeep,Wrangler,suv,2016
3895,C3895,GASOLINE,2956041,Porsche,Cayenne,suv,2013
3896,C3896,GASOLINE,15798444,Genesis,G80,car,2018
3897,C3897,GASOLINE,6443723,Jeep,Cherokee,suv,2017
3898,C3898,GASOLINE,1135852,BMW,3 Series,car,2013
3899,C3899,GASOLINE,286451,Ferrari,F430,car,2006
3900,C3900,GASOLINE,10669893,BMW,6 Series,car,2008
3901,C3901,GASOLINE,137129,Chevrolet,Suburban,suv,2016
3902,C3902,GASOLINE,6176693,Honda,Odyssey,minivan,2017
3903,C3903,GASOLINE,5061837,Mercedes-Benz,S-Class,car,2015
3904,C3904,GASOLINE,8030281,Chevrolet,Corvette,car,2016
3905,C3905,GASOLINE,3144381,Chevrolet,Camaro,car,2018
3906,C3906,GASOLINE,3402672,BMW,4 Series,car,2015
3907,C3907,GASOLINE,1135852,Toyota,Camry,car,2012
3908,C3908,GASOLINE,3144381,Chevrolet,Camaro,car,2018
3909,C3909,ELECTRIC,614296,Tesla,Model X,suv,2016
3910,C3910,GASOLINE,1143331,Nissan,Versa,car,2016
3911,C3911,GASOLINE,11586060,Kia,Forte,car,2014
3912,C3912,GASOLINE,625348,Jeep,Wrangler JK,suv,2018
3913,C3913,GASOLINE,5141917,Mercedes-Benz,E-Class,car,2014
3914,C3914,GASOLINE,625348,Dodge,Ram 1500 Classic,truck,2019
3915,C3915,GASOLINE,625348,Dodge,Grand Caravan,minivan,2016
3916,C3916,GASOLINE,625348,Ford,F-150,truck,2019
3917,C3917,ELECTRIC,14975494,Tesla,Model 3,car,2018
3918,C3918,GASOLINE,625348,Dodge,Ram 1500,truck,2019
3919,C3919,GASOLINE,625348,Dodge,Grand Caravan,minivan,2018
3920,C3920,GASOLINE,3338229,Chevrolet,Corvette,car,2016
3921,C3921,ELECTRIC,14667658,Tesla,Model 3,car,2019
3922,C3922,GASOLINE,11500342,Mercedes-Benz,GLE-Class,suv,2016
3923,C3923,GASOLINE,11500342,Audi,A6,car,2016
3924,C3924,ELECTRIC,7439531,Tesla,Model S,car,2016
3925,C3925,GASOLINE,1092883,BMW,M3,car,2012
3926,C3926,GASOLINE,9257210,Honda,Civic,car,2016
3927,C3927,GASOLINE,9257210,Honda,Odyssey,minivan,2015
3928,C3928,GASOLINE,1092883,Mercedes-Benz,E-Class,car,2016
3929,C3929,GASOLINE,1092883,Mercedes-Benz,C-Class,car,2016
3930,C3930,GASOLINE,11500342,Toyota,Camry,car,2012
3931,C3931,GASOLINE,3338229,Mercedes-Benz,C-Class,car,2016
3932,C3932,GASOLINE,14725524,Mazda,6,car,2015
3933,C3933,DIESEL,1092883,Mercedes-Benz,M-Class,suv,2013
3934,C3934,GASOLINE,355812,Mercedes-Benz,C-Class,car,2015
3935,C3935,GASOLINE,11500342,Audi,A4,car,2011
3936,C3936,DIESEL,1092883,Land Rover,Range Rover Sport,suv,2007
3937,C3937,GASOLINE,14955067,Acura,MDX,suv,2013
3938,C3938,GASOLINE,2946778,Mercedes-Benz,GL-Class,suv,2009
3939,C3939,GASOLINE,1092883,Mercedes-Benz,C-Class,car,2008
3940,C3940,GASOLINE,2946778,BMW,X1,suv,2018
3941,C3941,HYBRID,1092883,Volkswagen,Jetta Hybrid,car,2013
3942,C3942,GASOLINE,355812,Mercedes-Benz,M-Class,suv,2013
3943,C3943,DIESEL,1092883,Volkswagen,Golf,car,2015
3944,C3944,DIESEL,1092883,Volkswagen,Golf,car,2015
3945,C3945,GASOLINE,2105017,Toyota,Highlander,suv,2013
3946,C3946,GASOLINE,2946778,BMW,3 Series,car,2006
3947,C3947,ELECTRIC,2105017,Nissan,Leaf,car,2019
3948,C3948,GASOLINE,494403,Volkswagen,Jetta,car,2014
3949,C3949,GASOLINE,2919977,Mercedes-Benz,E-Class,car,2018
3950,C3950,GASOLINE,5968232,Chrysler,Pacifica,minivan,2018
3951,C3951,GASOLINE,2919977,Lexus,RX,suv,2020
3952,C3952,GASOLINE,3827834,Land Rover,Range Rover,suv,2016
3953,C3953,ELECTRIC,4219745,Tesla,Model 3,car,2020
3954,C3954,ELECTRIC,15512007,Tesla,Model 3,car,2020
3955,C3955,GASOLINE,793893,Porsche,Macan,suv,2015
3956,C3956,GASOLINE,12873033,Lexus,IS 300,car,2016
3957,C3957,GASOLINE,1508165,Ford,Mustang,car,1966
3958,C3958,GASOLINE,793893,Audi,S4,car,2018
3959,C3959,GASOLINE,793893,BMW,4 Series,car,2016
3960,C3960,GASOLINE,255027,Mercedes-Benz,GLC-Class,suv,2016
3961,C3961,ELECTRIC,11338618,Tesla,Model 3,car,2019
3962,C3962,GASOLINE,8497550,Infiniti,Q50,car,2016
3963,C3963,ELECTRIC,793893,Tesla,Model 3,car,2020
3964,C3964,ELECTRIC,2136658,Tesla,Model 3,car,2018
3965,C3965,ELECTRIC,10025021,Tesla,Model 3,car,2018
3966,C3966,ELECTRIC,10025021,Tesla,Model 3,car,2019
3967,C3967,GASOLINE,6245346,Mazda,6,car,2016
3968,C3968,GASOLINE,3309721,Mercedes-Benz,E-Class,car,2017
3969,C3969,GASOLINE,793893,Audi,Q7,suv,2018
3970,C3970,GASOLINE,255027,Mercedes-Benz,GLA-Class,suv,2015
3971,C3971,GASOLINE,21367,Chrysler,Pacifica,minivan,2018
3972,C3972,GASOLINE,793893,Jeep,Grand Cherokee,suv,2019
3973,C3973,GASOLINE,21367,Volvo,XC60,suv,2014
3974,C3974,GASOLINE,2300663,Acura,RDX,suv,2019
3975,C3975,GASOLINE,9515781,Jeep,Wrangler Unlimited,suv,2019
3976,C3976,GASOLINE,8915750,Jeep,Grand Cherokee,suv,2019
3977,C3977,GASOLINE,793893,Toyota,Tundra,truck,2018
3978,C3978,GASOLINE,3309721,Acura,TLX,car,2019
3979,C3979,GASOLINE,9515781,Jeep,Grand Cherokee,suv,2019
3980,C3980,GASOLINE,8915750,Jeep,Wrangler,suv,2018
3981,C3981,GASOLINE,8915750,Jeep,Wrangler,suv,2018
3982,C3982,ELECTRIC,415505,Tesla,Model 3,car,2019
3983,C3983,GASOLINE,793893,Jeep,Compass,suv,2018
3984,C3984,GASOLINE,21367,Subaru,Outback,car,2020
3985,C3985,GASOLINE,793893,Nissan,Sentra,car,2018
3986,C3986,GASOLINE,793893,GMC,Terrain,suv,2018
3987,C3987,GASOLINE,793893,Nissan,Rogue,suv,2018
3988,C3988,GASOLINE,9515781,Honda,Accord Sedan,car,2019
3989,C3989,GASOLINE,255027,MINI,Cooper,car,2015
3990,C3990,GASOLINE,793893,Toyota,Corolla iM,car,2018
3991,C3991,GASOLINE,8915750,Honda,Accord,car,2018
3992,C3992,GASOLINE,406847,Mercedes-Benz,SL-Class,car,2009
3993,C3993,GASOLINE,8126909,Chevrolet,Colorado,truck,2018
3994,C3994,GASOLINE,793893,Volkswagen,Jetta,car,2019
3995,C3995,GASOLINE,4167680,smart,fortwo,car,2013
3996,C3996,HYBRID,14700981,Lincoln,MKZ,car,2012
3997,C3997,GASOLINE,2073051,Toyota,Prius,car,2010
3998,C3998,GASOLINE,378548,Audi,SQ5,suv,2018
3999,C3999,GASOLINE,415505,Toyota,Corolla,car,2010
4000,C4000,GASOLINE,5699229,Ford,Focus,car,2013
4001,C4001,ELECTRIC,7256383,Tesla,Model 3,car,2018
4002,C4002,GASOLINE,5699229,Nissan,Juke,car,2015
4003,C4003,GASOLINE,5699229,Hyundai,Tucson,suv,2011
4004,C4004,GASOLINE,5699229,Chevrolet,Equinox,suv,2018
4005,C4005,GASOLINE,5699229,Nissan,Pathfinder,suv,2015
4006,C4006,GASOLINE,3549762,Honda,Odyssey,minivan,2012
4007,C4007,GASOLINE,15177169,Jeep,Cherokee,suv,2016
4008,C4008,GASOLINE,15480129,Toyota,Tacoma,truck,2019
4009,C4009,GASOLINE,15480129,Toyota,RAV4,suv,2019
4010,C4010,GASOLINE,15480129,Toyota,RAV4,suv,2019
4011,C4011,ELECTRIC,6812144,Tesla,Model X,suv,2018
4012,C4012,GASOLINE,6254602,Chrysler,200,car,2016
4013,C4013,ELECTRIC,9233278,Tesla,Model 3,car,2019
4014,C4014,GASOLINE,1715525,Jeep,Wrangler,suv,2018
4015,C4015,GASOLINE,4024453,Subaru,Outback,suv,2016
4016,C4016,GASOLINE,1715525,Jeep,Wrangler,suv,2017
4017,C4017,GASOLINE,5821612,Chevrolet,Corvette Stingray,car,2014
4018,C4018,ELECTRIC,4024453,Tesla,Model 3,car,2020
4019,C4019,GASOLINE,6812144,Porsche,911,car,2020
4020,C4020,GASOLINE,5804744,Jeep,Wrangler Unlimited,suv,2019
4021,C4021,GASOLINE,11304179,Dodge,Challenger,car,2016
4022,C4022,GASOLINE,1715525,Volkswagen,Atlas,suv,2018
4023,C4023,GASOLINE,11304179,Chevrolet,Camaro,car,2016
4024,C4024,GASOLINE,5821612,Porsche,Boxster,car,2013
4025,C4025,GASOLINE,15304141,Nissan,Rogue,suv,2015
4026,C4026,GASOLINE,4024453,Nissan,Cube,car,2013
4027,C4027,GASOLINE,3826081,Jaguar,F-TYPE,car,2015
4028,C4028,GASOLINE,498823,GMC,Yukon XL,suv,2017
4029,C4029,GASOLINE,8907679,BMW,3 Series,car,2014
4030,C4030,GASOLINE,4024453,Scion,xD,car,2010
4031,C4031,GASOLINE,11304179,Jeep,Wrangler Unlimited,suv,2019
4032,C4032,HYBRID,4024453,Honda,Clarity,car,2018
4033,C4033,GASOLINE,634992,Chevrolet,Suburban,suv,2015
4034,C4034,GASOLINE,5804744,Mercedes-Benz,SLK-Class,car,2008
4035,C4035,GASOLINE,3632429,Porsche,911,car,2010
4036,C4036,ELECTRIC,12073494,Tesla,Model 3,car,2020
4037,C4037,GASOLINE,5164187,Jeep,Wrangler,suv,2017
4038,C4038,HYBRID,4024453,Toyota,Prius Prime,car,2020
4039,C4039,GASOLINE,11304179,Jeep,Wrangler JK,suv,2018
4040,C4040,GASOLINE,11510843,Subaru,WRX,car,2015
4041,C4041,GASOLINE,5804744,Mercedes-Benz,GLA-Class,suv,2018
4042,C4042,ELECTRIC,235815,Tesla,Model 3,car,2019
4043,C4043,GASOLINE,4603586,Chevrolet,Camaro,car,2019
4044,C4044,GASOLINE,9543925,Hyundai,Genesis G70,car,2019
4045,C4045,ELECTRIC,5117281,Tesla,Model S,car,2015
4046,C4046,GASOLINE,3632429,Porsche,911,car,2009
4047,C4047,GASOLINE,1380092,Mercedes-Benz,C-Class,car,2017
4048,C4048,HYBRID,6973936,BMW,i8,car,2016
4049,C4049,GASOLINE,4024453,Honda,Pilot,suv,2019
4050,C4050,GASOLINE,10497573,Toyota,Highlander,suv,2019
4051,C4051,ELECTRIC,12386171,Tesla,Model 3,car,2020
4052,C4052,ELECTRIC,1347705,Tesla,Model 3,car,2018
4053,C4053,GASOLINE,14621973,Acura,MDX,suv,2017
4054,C4054,GASOLINE,2632311,Land Rover,Range Rover Sport,suv,2015
4055,C4055,GASOLINE,4024453,Subaru,Forester,suv,2020
4056,C4056,GASOLINE,4024453,Subaru,Forester,suv,2016
4057,C4057,GASOLINE,3140130,Dodge,Challenger,car,2017
4058,C4058,GASOLINE,9026937,BMW,3 Series,car,2012
4059,C4059,GASOLINE,5821612,Honda,Odyssey,minivan,2008
4060,C4060,GASOLINE,6690325,Maserati,Quattroporte,car,2014
4061,C4061,GASOLINE,12386171,BMW,3 Series,car,2014
4062,C4062,GASOLINE,1055299,Honda,Accord,car,2018
4063,C4063,GASOLINE,4603586,Jeep,Wrangler JK,suv,2018
4064,C4064,GASOLINE,551256,Chevrolet,Cruze,car,2018
4065,C4065,GASOLINE,4279425,Acura,MDX,suv,2019
4066,C4066,GASOLINE,10355178,Chevrolet,Traverse,suv,2010
4067,C4067,DIESEL,4541766,BMW,3 Series,car,2014
4068,C4068,GASOLINE,5821612,Honda,Odyssey,minivan,2009
4069,C4069,GASOLINE,3140130,Dodge,Charger,car,2017
4070,C4070,GASOLINE,13891480,Volvo,V60,car,2015
4071,C4071,GASOLINE,5821612,Hyundai,Santa Fe,suv,2011
4072,C4072,GASOLINE,15411561,Jeep,Wrangler Unlimited,suv,2020
4073,C4073,GASOLINE,640470,Buick,LaCrosse,car,2007
4074,C4074,GASOLINE,5821612,Jeep,Cherokee,suv,2015
4075,C4075,GASOLINE,4229417,Ford,F-150,truck,2013
4076,C4076,GASOLINE,8760328,Infiniti,JX,suv,2013
4077,C4077,GASOLINE,1484412,Infiniti,QX50,suv,2019
4078,C4078,GASOLINE,12073494,Honda,Accord,car,2013
4079,C4079,GASOLINE,12073494,Audi,A3,car,2019
4080,C4080,GASOLINE,12073494,Lexus,IS 250,car,2012
4081,C4081,GASOLINE,191601,BMW,4 Series Gran Coupe,car,2016
4082,C4082,GASOLINE,12073494,Honda,Civic Sedan,car,2019
4083,C4083,GASOLINE,3632429,Porsche,356 Speedster,car,1957
4084,C4084,GASOLINE,5821612,Subaru,Forester,suv,2009
4085,C4085,GASOLINE,12073494,Honda,Civic Sedan,car,2019
4086,C4086,GASOLINE,12073494,Acura,ILX,car,2019
4087,C4087,GASOLINE,5821612,Mazda,CX-7,suv,2010
4088,C4088,GASOLINE,8760328,Chrysler,300,car,2011
